customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,is_female,"has_churned
",has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_monthly_charge,contract_type,phone_type,internet_type
2434-EEVDB,Female,0,Yes,No,2,2,2,Credit card (automatic),94.6,5948.7,No,62.88266385,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-04-30,$94.60,2 Year,Two or More Lines,Fiber Optic
2436-QBZFP,Female,0,Yes,Yes,0,1,0,Electronic check,39.2,849.9,No,21.68112245,TRUE,FALSE,FALSE,TRUE,FALSE,3,2019-10-05,$39.20,Month-to-Month,No Phone Service,DSL
2439-LYPMQ,Male,1,Yes,No,2,2,0,Electronic check,102.6,4009.2,No,39.07602339,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-04-24,$102.60,Month-to-Month,Two or More Lines,Fiber Optic
2439-QKJUL,Male,0,No,No,1,0,0,Mailed check,20.25,109.8,No,5.422222222,FALSE,FALSE,TRUE,FALSE,FALSE,0,2021-02-11,$20.25,Month-to-Month,One Line,No Internet Service
2446-BEGGB,Female,1,No,No,2,2,0,Electronic check,98.25,560.6,Yes,5.705852417,TRUE,TRUE,TRUE,TRUE,TRUE,0,2021-02-02,$98.25,Month-to-Month,Two or More Lines,Fiber Optic
2446-PLQVO,Male,0,No,No,1,2,0,Electronic check,70.3,70.3,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,2021-06-25,$70.30,Month-to-Month,One Line,Fiber Optic
2446-ZKVAF,Male,0,Yes,No,2,1,0,Credit card (automatic),56.8,1074.65,No,18.91989437,FALSE,FALSE,TRUE,TRUE,TRUE,1,2019-12-28,$56.80,Month-to-Month,Two or More Lines,DSL
2450-ZKEED,Female,0,No,No,1,1,1,Bank transfer (automatic),53.8,651.55,No,12.1105948,TRUE,FALSE,TRUE,TRUE,TRUE,0,2020-07-22,$53.80,1 Year,One Line,DSL
2451-YMUXS,Male,1,No,No,2,1,2,Bank transfer (automatic),64.55,4250.1,No,65.84198296,FALSE,FALSE,TRUE,TRUE,TRUE,0,2016-01-31,$64.55,2 Year,Two or More Lines,DSL
2452-KDRRH,Male,1,No,No,2,2,0,Credit card (automatic),101.4,6841.05,No,67.46597633,FALSE,FALSE,TRUE,TRUE,TRUE,0,2015-12-12,$101.40,Month-to-Month,Two or More Lines,Fiber Optic
2452-MRMZF,Female,1,Yes,No,2,0,2,Credit card (automatic),25.7,1937.4,No,75.38521401,TRUE,FALSE,TRUE,FALSE,FALSE,1,2015-04-16,$25.70,2 Year,Two or More Lines,No Internet Service
2452-SNHFZ,Female,0,No,No,1,2,0,Credit card (automatic),75.45,3545.1,No,46.9860835,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-08-26,$75.45,Month-to-Month,One Line,Fiber Optic
2453-SAFNS,Female,1,No,No,2,1,1,Mailed check,72.1,3886.05,No,53.89805825,TRUE,FALSE,TRUE,TRUE,TRUE,0,2017-01-28,$72.10,1 Year,Two or More Lines,DSL
2454-RPBRZ,Female,1,Yes,No,2,2,0,Electronic check,98.1,1060.2,Yes,10.80733945,TRUE,TRUE,TRUE,TRUE,TRUE,1,2020-08-31,$98.10,Month-to-Month,Two or More Lines,Fiber Optic
2455-USLMV,Female,0,No,No,2,2,0,Credit card (automatic),84.75,2613.4,No,30.83657817,TRUE,FALSE,TRUE,TRUE,TRUE,0,2018-12-31,$84.75,Month-to-Month,Two or More Lines,Fiber Optic
2458-EOMRE,Female,0,No,No,1,1,0,Bank transfer (automatic),64.05,733.95,No,11.45901639,TRUE,FALSE,TRUE,TRUE,TRUE,0,2020-08-11,$64.05,Month-to-Month,One Line,DSL
2460-FPSYH,Female,1,No,No,0,1,0,Electronic check,55.8,2109.35,Yes,37.80197133,TRUE,TRUE,FALSE,TRUE,FALSE,0,2018-06-02,$55.80,Month-to-Month,No Phone Service,DSL
2460-NGXBJ,Male,1,Yes,Yes,2,2,0,Credit card (automatic),75.2,775.3,No,10.30984043,FALSE,FALSE,TRUE,TRUE,TRUE,3,2020-09-15,$75.20,Month-to-Month,Two or More Lines,Fiber Optic
2462-XIIJB,Male,0,No,No,2,2,0,Electronic check,92.5,452.7,Yes,4.894054054,FALSE,TRUE,TRUE,TRUE,TRUE,0,2021-02-27,$92.50,Month-to-Month,Two or More Lines,Fiber Optic
2465-BLLEU,Male,0,No,No,1,0,0,Mailed check,19.75,19.75,No,1,FALSE,FALSE,TRUE,FALSE,FALSE,0,2021-06-25,$19.75,Month-to-Month,One Line,No Internet Service
2466-FCCPT,Female,0,Yes,Yes,1,0,1,Bank transfer (automatic),19.7,395.6,No,20.08121827,TRUE,FALSE,TRUE,FALSE,FALSE,3,2019-11-23,$19.70,1 Year,One Line,No Internet Service
2466-NEJOJ,Male,0,Yes,Yes,1,0,0,Credit card (automatic),19.65,169.75,No,8.638676845,FALSE,FALSE,TRUE,FALSE,FALSE,3,2020-11-05,$19.65,Month-to-Month,One Line,No Internet Service
2468-SJFLM,Male,0,No,No,1,2,0,Mailed check,74.3,74.3,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,2021-06-25,$74.30,Month-to-Month,One Line,Fiber Optic
2469-DTSGX,Female,1,No,No,2,2,2,Electronic check,111.65,7943.45,No,71.14599194,TRUE,FALSE,TRUE,TRUE,TRUE,0,2015-08-22,$111.65,2 Year,Two or More Lines,Fiber Optic
2472-OVKUP,Male,0,Yes,No,1,2,0,Electronic check,91,531,Yes,5.835164835,FALSE,TRUE,TRUE,TRUE,TRUE,1,2021-01-29,$91.00,Month-to-Month,One Line,Fiber Optic
2474-BRUCM,Male,1,Yes,No,2,2,0,Electronic check,101.85,4086.3,Yes,40.12076583,FALSE,TRUE,TRUE,TRUE,TRUE,1,2018-03-23,$101.85,Month-to-Month,Two or More Lines,Fiber Optic
2474-LCNUE,Female,0,Yes,No,2,1,0,Credit card (automatic),73.65,1642.75,No,22.3048201,TRUE,FALSE,TRUE,TRUE,TRUE,1,2019-09-16,$73.65,Month-to-Month,Two or More Lines,DSL
2475-MROZF,Male,0,No,No,2,2,0,Credit card (automatic),95,2852.4,No,30.02526316,FALSE,FALSE,TRUE,TRUE,TRUE,0,2019-01-24,$95.00,Month-to-Month,Two or More Lines,Fiber Optic
2476-YGEFM,Female,0,No,No,2,2,0,Credit card (automatic),76,2215.25,No,29.14802632,TRUE,FALSE,TRUE,TRUE,TRUE,0,2019-02-20,$76.00,Month-to-Month,Two or More Lines,Fiber Optic
2478-EEWWM,Male,0,Yes,No,0,1,0,Electronic check,44.3,2666.75,No,60.19751693,FALSE,FALSE,FALSE,TRUE,FALSE,1,2016-07-20,$44.30,Month-to-Month,No Phone Service,DSL
2479-BRAMR,Male,1,Yes,No,2,2,0,Bank transfer (automatic),83.75,3273.55,Yes,39.08716418,FALSE,TRUE,TRUE,TRUE,TRUE,1,2018-04-24,$83.75,Month-to-Month,Two or More Lines,Fiber Optic
2480-EJWYP,Female,1,Yes,No,2,2,1,Bank transfer (automatic),97.8,5458.8,No,55.81595092,TRUE,FALSE,TRUE,TRUE,TRUE,1,2016-12-01,$97.80,1 Year,Two or More Lines,Fiber Optic
2480-JZOSN,Female,0,Yes,No,1,0,0,Mailed check,20.65,20.65,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,1,2021-06-25,$20.65,Month-to-Month,One Line,No Internet Service
2480-SQIOB,Male,0,Yes,Yes,1,1,0,Electronic check,44.8,169.65,No,3.786830357,FALSE,FALSE,TRUE,TRUE,TRUE,3,2021-04-01,$44.80,Month-to-Month,One Line,DSL
2481-SBOYW,Female,0,No,Yes,2,0,2,Credit card (automatic),25,1498.35,No,59.934,TRUE,FALSE,TRUE,FALSE,FALSE,2,2016-07-29,$25.00,2 Year,Two or More Lines,No Internet Service
2482-CZGBB,Male,0,No,No,1,2,0,Electronic check,70,740,Yes,10.57142857,FALSE,TRUE,TRUE,TRUE,TRUE,0,2020-09-07,$70.00,Month-to-Month,One Line,Fiber Optic
2483-XSSMZ,Female,0,No,No,1,1,1,Electronic check,47.85,1886.4,No,39.42319749,TRUE,FALSE,TRUE,TRUE,TRUE,0,2018-04-13,$47.85,1 Year,One Line,DSL
2484-DGXPZ,Female,0,Yes,Yes,1,0,0,Mailed check,19.55,658.95,Yes,33.70588235,TRUE,TRUE,TRUE,FALSE,FALSE,3,2018-10-04,$19.55,Month-to-Month,One Line,No Internet Service
2485-ITVKB,Female,0,Yes,No,0,1,0,Electronic check,35.1,68.75,Yes,1.958689459,TRUE,TRUE,FALSE,TRUE,FALSE,1,2021-05-27,$35.10,Month-to-Month,No Phone Service,DSL
2486-WYVVE,Male,0,Yes,No,2,1,1,Mailed check,79.3,2484,No,31.32408575,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-12-16,$79.30,1 Year,Two or More Lines,DSL
2495-INZWQ,Male,0,No,No,0,1,0,Electronic check,44.55,174.3,Yes,3.912457912,FALSE,TRUE,FALSE,TRUE,FALSE,0,2021-03-28,$44.55,Month-to-Month,No Phone Service,DSL
2495-KZNFB,Female,0,No,No,2,2,0,Electronic check,90.65,2989.6,No,32.97959184,TRUE,FALSE,TRUE,TRUE,TRUE,0,2018-10-26,$90.65,Month-to-Month,Two or More Lines,Fiber Optic
2495-TTHBQ,Female,0,No,Yes,1,0,1,Mailed check,20.4,84.75,No,4.154411765,TRUE,FALSE,TRUE,FALSE,FALSE,2,2021-03-21,$20.40,1 Year,One Line,No Internet Service
2498-XLDZR,Female,0,Yes,Yes,1,1,2,Mailed check,73.6,2316.85,No,31.47894022,TRUE,FALSE,TRUE,TRUE,TRUE,3,2018-12-11,$73.60,2 Year,One Line,DSL
2499-AJYUA,Female,1,Yes,No,2,2,2,Credit card (automatic),110.8,7882.25,No,71.13944043,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-08-23,$110.80,2 Year,Two or More Lines,Fiber Optic
2501-XWWTZ,Male,0,No,No,1,2,0,Electronic check,70.2,760.05,No,10.82692308,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-08-30,$70.20,Month-to-Month,One Line,Fiber Optic
2504-DSHIH,Male,1,Yes,No,2,2,0,Electronic check,86.8,1975.85,No,22.76324885,FALSE,FALSE,TRUE,TRUE,TRUE,1,2019-09-02,$86.80,Month-to-Month,Two or More Lines,Fiber Optic
2506-CLAKW,Female,0,No,No,1,2,0,Bank transfer (automatic),98.15,567.45,Yes,5.781456954,TRUE,TRUE,TRUE,TRUE,TRUE,0,2021-01-31,$98.15,Month-to-Month,One Line,Fiber Optic
2506-TNFCO,Female,1,Yes,No,1,2,0,Electronic check,69.55,69.55,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,1,2021-06-25,$69.55,Month-to-Month,One Line,Fiber Optic
2507-QZPQS,Male,0,No,No,2,2,0,Electronic check,95.7,1451.1,No,15.1630094,FALSE,FALSE,TRUE,TRUE,TRUE,0,2020-04-20,$95.70,Month-to-Month,Two or More Lines,Fiber Optic
2509-TFPJU,Male,0,Yes,No,2,0,2,Credit card (automatic),25.75,1864.2,No,72.3961165,FALSE,FALSE,TRUE,FALSE,FALSE,1,2015-07-15,$25.75,2 Year,Two or More Lines,No Internet Service
2511-ALLCS,Female,0,Yes,Yes,2,0,2,Bank transfer (automatic),24.3,821.6,No,33.81069959,TRUE,FALSE,TRUE,FALSE,FALSE,3,2018-10-01,$24.30,2 Year,Two or More Lines,No Internet Service
2511-MORQY,Male,0,Yes,Yes,2,1,1,Bank transfer (automatic),54.9,2614.1,No,47.61566485,FALSE,FALSE,TRUE,TRUE,TRUE,3,2017-08-07,$54.90,1 Year,Two or More Lines,DSL
2514-GINMM,Male,0,No,No,1,2,0,Electronic check,79.5,79.5,Yes,1,FALSE,TRUE,TRUE,TRUE,TRUE,0,2021-06-25,$79.50,Month-to-Month,One Line,Fiber Optic
2516-VQRRV,Female,1,No,No,2,2,0,Mailed check,75.45,158.4,Yes,2.099403579,TRUE,TRUE,TRUE,TRUE,TRUE,0,2021-05-23,$75.45,Month-to-Month,Two or More Lines,Fiber Optic
2516-XSJKX,Female,0,Yes,Yes,1,1,2,Electronic check,78.45,3126.45,No,39.85277247,TRUE,FALSE,TRUE,TRUE,TRUE,3,2018-03-31,$78.45,2 Year,One Line,DSL
2519-ERQOJ,Male,1,No,No,0,1,0,Electronic check,54.6,1803.7,No,33.03479853,FALSE,FALSE,FALSE,TRUE,FALSE,0,2018-10-25,$54.60,Month-to-Month,No Phone Service,DSL
2519-FAKOD,Male,0,No,Yes,2,2,0,Bank transfer (automatic),99.25,3777.15,Yes,38.05692695,FALSE,TRUE,TRUE,TRUE,TRUE,2,2018-05-25,$99.25,Month-to-Month,Two or More Lines,Fiber Optic
2519-LBNQL,Male,1,Yes,No,2,2,1,Electronic check,104.35,6339.45,No,60.75179684,FALSE,FALSE,TRUE,TRUE,TRUE,1,2016-07-04,$104.35,1 Year,Two or More Lines,Fiber Optic
2519-TWKFS,Male,0,Yes,Yes,2,1,1,Mailed check,55.1,1466.1,No,26.60798548,FALSE,FALSE,TRUE,TRUE,TRUE,3,2019-05-08,$55.10,1 Year,Two or More Lines,DSL
2520-SGTTA,Female,0,Yes,Yes,1,0,2,Mailed check,20,,No,0,TRUE,FALSE,TRUE,FALSE,FALSE,3,2021-07-26,$0.00,2 Year,One Line,No Internet Service
2521-NPUZR,Male,0,Yes,No,1,2,2,Credit card (automatic),101,7085.5,No,70.15346535,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-09-22,$101.00,2 Year,One Line,Fiber Optic
2522-AHJXR,Male,0,Yes,No,2,2,0,Bank transfer (automatic),109.45,6572.85,No,60.05344906,FALSE,FALSE,TRUE,TRUE,TRUE,1,2016-07-25,$109.45,Month-to-Month,Two or More Lines,Fiber Optic
2522-WLNSF,Female,1,Yes,No,1,1,1,Bank transfer (automatic),64.2,2106.3,No,32.80841121,TRUE,FALSE,TRUE,TRUE,TRUE,1,2018-11-01,$64.20,1 Year,One Line,DSL
2523-EWWZL,Female,0,Yes,No,1,2,0,Electronic check,76.1,2093.4,No,27.50854139,TRUE,FALSE,TRUE,TRUE,TRUE,1,2019-04-11,$76.10,Month-to-Month,One Line,Fiber Optic
2525-GVKQU,Female,0,No,No,1,0,2,Mailed check,20.6,1093,No,53.05825243,TRUE,FALSE,TRUE,FALSE,FALSE,0,2017-02-23,$20.60,2 Year,One Line,No Internet Service
2528-HFYZX,Male,1,Yes,No,1,2,0,Electronic check,76.45,1233.4,Yes,16.13342054,FALSE,TRUE,TRUE,TRUE,TRUE,1,2020-03-22,$76.45,Month-to-Month,One Line,Fiber Optic
2530-ENDWQ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),93.7,6585.35,Yes,70.28121665,TRUE,TRUE,TRUE,TRUE,TRUE,1,2015-09-18,$93.70,2 Year,Two or More Lines,Fiber Optic
2530-FMFXO,Male,0,Yes,Yes,2,2,2,Electronic check,103.2,5873.75,No,56.91618217,FALSE,FALSE,TRUE,TRUE,TRUE,3,2016-10-28,$103.20,2 Year,Two or More Lines,Fiber Optic
2533-QVMSK,Male,0,Yes,No,2,2,2,Electronic check,94.1,5638.3,Yes,59.91817216,FALSE,TRUE,TRUE,TRUE,TRUE,1,2016-07-29,$94.10,2 Year,Two or More Lines,Fiber Optic
2533-TIBIX,Male,0,Yes,Yes,0,1,0,Bank transfer (automatic),30.2,469.65,No,15.5513245,FALSE,FALSE,FALSE,TRUE,FALSE,3,2020-04-08,$30.20,Month-to-Month,No Phone Service,DSL
2535-PBCGC,Female,0,Yes,No,0,1,2,Bank transfer (automatic),64.55,4504.9,No,69.78931061,TRUE,FALSE,FALSE,TRUE,FALSE,1,2015-10-03,$64.55,2 Year,No Phone Service,DSL
2538-OIMXF,Female,0,No,Yes,0,1,0,Mailed check,24.7,24.7,No,1,TRUE,FALSE,FALSE,TRUE,FALSE,2,2021-06-25,$24.70,Month-to-Month,No Phone Service,DSL
2541-YGPKE,Male,0,Yes,Yes,1,1,1,Credit card (automatic),63.7,2763.35,No,43.38069074,FALSE,FALSE,TRUE,TRUE,TRUE,3,2017-12-14,$63.70,1 Year,One Line,DSL
2542-HYGIQ,Female,0,No,No,1,0,0,Credit card (automatic),19.95,19.95,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,2021-06-25,$19.95,Month-to-Month,One Line,No Internet Service
2545-EBUPK,Female,1,No,No,2,2,0,Electronic check,84.05,186.05,No,2.213563355,TRUE,FALSE,TRUE,TRUE,TRUE,0,2021-05-19,$84.05,Month-to-Month,Two or More Lines,Fiber Optic
2545-LXYVJ,Male,0,Yes,No,1,0,2,Bank transfer (automatic),20.7,1492.1,No,72.0821256,FALSE,FALSE,TRUE,FALSE,FALSE,1,2015-07-25,$20.70,2 Year,One Line,No Internet Service
2546-KZAAT,Male,0,Yes,No,1,1,1,Mailed check,75.4,3865.45,No,51.26591512,FALSE,FALSE,TRUE,TRUE,TRUE,1,2017-04-18,$75.40,1 Year,One Line,DSL
2550-AEVRU,Female,0,Yes,Yes,1,1,1,Electronic check,53.45,3053,No,57.11880262,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-10-22,$53.45,1 Year,One Line,DSL
2550-QHZGP,Male,0,No,No,1,0,1,Mailed check,19.5,128.6,No,6.594871795,FALSE,FALSE,TRUE,FALSE,FALSE,0,2021-01-06,$19.50,1 Year,One Line,No Internet Service
2558-BUOZZ,Male,0,No,No,2,2,1,Bank transfer (automatic),94.8,4535.85,No,47.84651899,FALSE,FALSE,TRUE,TRUE,TRUE,0,2017-07-31,$94.80,1 Year,Two or More Lines,Fiber Optic
2560-PPCHE,Female,0,No,No,2,2,1,Bank transfer (automatic),105.05,6744.25,No,64.20038077,TRUE,FALSE,TRUE,TRUE,TRUE,0,2016-03-21,$105.05,1 Year,Two or More Lines,Fiber Optic
2560-QTSBS,Female,0,Yes,Yes,2,0,1,Bank transfer (automatic),23.3,1623.15,No,69.66309013,TRUE,FALSE,TRUE,FALSE,FALSE,3,2015-10-07,$23.30,1 Year,Two or More Lines,No Internet Service
2560-WBWXF,Male,0,No,No,2,0,2,Bank transfer (automatic),24.15,1498.85,No,62.06418219,FALSE,FALSE,TRUE,FALSE,FALSE,0,2016-05-25,$24.15,2 Year,Two or More Lines,No Internet Service
2565-JSLRY,Male,0,No,No,2,0,0,Mailed check,24.05,24.05,Yes,1,FALSE,TRUE,TRUE,FALSE,FALSE,0,2021-06-25,$24.05,Month-to-Month,Two or More Lines,No Internet Service
2568-BRGYX,Male,0,No,No,1,2,0,Electronic check,70.2,237.95,Yes,3.38960114,FALSE,TRUE,TRUE,TRUE,TRUE,0,2021-04-13,$70.20,Month-to-Month,One Line,Fiber Optic
2568-OIADY,Female,0,Yes,No,2,2,0,Electronic check,99.5,3762,Yes,37.80904523,TRUE,TRUE,TRUE,TRUE,TRUE,1,2018-06-01,$99.50,Month-to-Month,Two or More Lines,Fiber Optic
2569-WGERO,Female,0,No,No,1,0,2,Bank transfer (automatic),21.15,1419.4,No,67.11111111,TRUE,FALSE,TRUE,FALSE,FALSE,0,2015-12-23,$21.15,2 Year,One Line,No Internet Service
2573-GYRUU,Male,1,Yes,No,2,2,0,Credit card (automatic),91.05,4370.75,No,48.00384404,FALSE,FALSE,TRUE,TRUE,TRUE,1,2017-07-26,$91.05,Month-to-Month,Two or More Lines,Fiber Optic
2575-GFSOE,Female,0,Yes,Yes,1,2,0,Electronic check,69,506.9,Yes,7.346376812,TRUE,TRUE,TRUE,TRUE,TRUE,3,2020-12-14,$69.00,Month-to-Month,One Line,Fiber Optic
2576-HXMPA,Female,0,No,No,1,0,0,Credit card (automatic),19.55,19.55,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,2021-06-25,$19.55,Month-to-Month,One Line,No Internet Service
2577-GVSIL,Male,0,Yes,Yes,2,1,1,Bank transfer (automatic),73.45,2661.1,No,36.2300885,FALSE,FALSE,TRUE,TRUE,TRUE,3,2018-07-20,$73.45,1 Year,Two or More Lines,DSL
2578-JQPHZ,Male,0,No,No,1,2,2,Bank transfer (automatic),100.1,4378.35,No,43.73976024,FALSE,FALSE,TRUE,TRUE,TRUE,0,2017-12-03,$100.10,2 Year,One Line,Fiber Optic
2580-ASVVY,Female,0,Yes,No,0,1,2,Electronic check,45.4,1593.1,No,35.09030837,TRUE,FALSE,FALSE,TRUE,FALSE,1,2018-08-23,$45.40,2 Year,No Phone Service,DSL
2580-ATZSQ,Female,0,Yes,Yes,1,1,1,Bank transfer (automatic),61.35,3874.1,No,63.14751426,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-04-22,$61.35,1 Year,One Line,DSL
2581-VKIRT,Female,0,Yes,Yes,2,1,1,Mailed check,65.5,3801.3,No,58.0351145,TRUE,FALSE,TRUE,TRUE,TRUE,3,2016-09-24,$65.50,1 Year,Two or More Lines,DSL
2582-FFFZR,Female,0,No,No,0,1,0,Electronic check,50.6,1073.3,No,21.21146245,TRUE,FALSE,FALSE,TRUE,FALSE,0,2019-10-19,$50.60,Month-to-Month,No Phone Service,DSL
2585-KTFRE,Male,0,No,Yes,1,1,0,Bank transfer (automatic),70.45,70.45,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,2,2021-06-25,$70.45,Month-to-Month,One Line,DSL
2586-CWXVV,Male,0,Yes,No,0,1,0,Electronic check,30.4,1621.35,No,53.33388158,FALSE,FALSE,FALSE,TRUE,FALSE,1,2017-02-14,$30.40,Month-to-Month,No Phone Service,DSL
2587-EKXTS,Male,0,No,No,2,2,0,Electronic check,111.5,4915.15,No,44.08206278,FALSE,FALSE,TRUE,TRUE,TRUE,0,2017-11-23,$111.50,Month-to-Month,Two or More Lines,Fiber Optic
2587-YNLES,Female,0,Yes,Yes,1,0,2,Mailed check,20.1,100.35,No,4.992537313,TRUE,FALSE,TRUE,FALSE,FALSE,3,2021-02-24,$20.10,2 Year,One Line,No Internet Service
2589-AYCRP,Female,0,No,No,1,0,1,Bank transfer (automatic),19.75,989.05,No,50.07848101,TRUE,FALSE,TRUE,FALSE,FALSE,0,2017-05-24,$19.75,1 Year,One Line,No Internet Service
2592-HODOV,Male,0,No,No,1,0,1,Credit card (automatic),19.3,259.65,No,13.45336788,FALSE,FALSE,TRUE,FALSE,FALSE,0,2020-06-11,$19.30,1 Year,One Line,No Internet Service
2592-SEIFQ,Male,0,No,No,0,1,0,Electronic check,24.75,66.95,Yes,2.705050505,FALSE,TRUE,FALSE,TRUE,FALSE,0,2021-05-04,$24.75,Month-to-Month,No Phone Service,DSL
2592-YKDIF,Female,0,No,No,1,0,0,Mailed check,20.35,20.35,No,1,TRUE,FALSE,TRUE,FALSE,FALSE,0,2021-06-25,$20.35,Month-to-Month,One Line,No Internet Service
2595-KIWPV,Male,0,No,Yes,1,0,2,Credit card (automatic),19.7,509.3,No,25.85279188,FALSE,FALSE,TRUE,FALSE,FALSE,2,2019-05-31,$19.70,2 Year,One Line,No Internet Service
2599-CIPQE,Male,0,Yes,Yes,1,2,2,Credit card (automatic),109.3,7782.85,No,71.2063129,FALSE,FALSE,TRUE,TRUE,TRUE,3,2015-08-21,$109.30,2 Year,One Line,Fiber Optic
2599-CZABP,Male,0,Yes,No,1,1,1,Electronic check,44.6,641.25,No,14.37780269,FALSE,FALSE,TRUE,TRUE,TRUE,1,2020-05-14,$44.60,1 Year,One Line,DSL
2603-HVKCG,Male,0,No,No,1,2,0,Electronic check,101.4,3143.65,No,31.00246548,FALSE,FALSE,TRUE,TRUE,TRUE,0,2018-12-26,$101.40,Month-to-Month,One Line,Fiber Optic
2604-IJPDU,Female,0,Yes,No,1,2,0,Electronic check,96.55,1901.65,No,19.69601243,TRUE,FALSE,TRUE,TRUE,TRUE,1,2019-12-04,$96.55,Month-to-Month,One Line,Fiber Optic
2604-XVDAM,Female,0,No,No,1,1,0,Bank transfer (automatic),43.8,540.95,No,12.35045662,TRUE,FALSE,TRUE,TRUE,TRUE,0,2020-07-15,$43.80,Month-to-Month,One Line,DSL
2606-PKWJB,Male,0,No,Yes,0,1,1,Mailed check,40.25,1564.05,No,38.85838509,FALSE,FALSE,FALSE,TRUE,FALSE,2,2018-05-01,$40.25,1 Year,No Phone Service,DSL
2606-RMDHZ,Male,0,No,No,0,1,0,Credit card (automatic),30.5,208.7,Yes,6.842622951,FALSE,TRUE,FALSE,TRUE,FALSE,0,2020-12-29,$30.50,Month-to-Month,No Phone Service,DSL
2607-DHDAK,Male,0,Yes,Yes,1,0,2,Credit card (automatic),19.8,1414.65,No,71.4469697,FALSE,FALSE,TRUE,FALSE,FALSE,3,2015-08-13,$19.80,2 Year,One Line,No Internet Service
2607-FBDFF,Male,0,No,No,1,1,0,Credit card (automatic),49,49,No,1,FALSE,FALSE,TRUE,TRUE,TRUE,0,2021-06-25,$49.00,Month-to-Month,One Line,DSL
2608-BHKFN,Female,0,No,No,1,2,0,Credit card (automatic),70.05,266.9,Yes,3.810135617,TRUE,TRUE,TRUE,TRUE,TRUE,0,2021-04-01,$70.05,Month-to-Month,One Line,Fiber Optic
2609-IAICY,Female,0,No,No,2,2,0,Electronic check,77.15,77.15,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2021-06-25,$77.15,Month-to-Month,Two or More Lines,Fiber Optic
2612-PHGOX,Male,0,Yes,No,2,1,2,Bank transfer (automatic),76.1,4818.8,No,63.32194481,FALSE,FALSE,TRUE,TRUE,TRUE,1,2016-04-16,$76.10,2 Year,Two or More Lines,DSL
2612-RANWT,Female,0,No,No,2,2,0,Bank transfer (automatic),100.15,1164.3,Yes,11.62556166,TRUE,TRUE,TRUE,TRUE,TRUE,0,2020-08-06,$100.15,Month-to-Month,Two or More Lines,Fiber Optic
2612-RRIDN,Male,0,No,No,1,2,0,Electronic check,81,340.85,Yes,4.208024691,FALSE,TRUE,TRUE,TRUE,TRUE,0,2021-03-20,$81.00,Month-to-Month,One Line,Fiber Optic
2615-YVMYX,Male,1,Yes,No,2,2,0,Electronic check,107.5,7713.55,No,71.75395349,FALSE,FALSE,TRUE,TRUE,TRUE,1,2015-08-04,$107.50,Month-to-Month,Two or More Lines,Fiber Optic
2616-FLVQC,Male,0,No,No,1,0,2,Mailed check,19.55,1240.15,No,63.43478261,FALSE,FALSE,TRUE,FALSE,FALSE,0,2016-04-13,$19.55,2 Year,One Line,No Internet Service
2616-UUTFK,Male,0,Yes,No,2,1,0,Bank transfer (automatic),72.75,2447.45,No,33.6419244,FALSE,FALSE,TRUE,TRUE,TRUE,1,2018-10-06,$72.75,Month-to-Month,Two or More Lines,DSL
2619-WFQWU,Female,0,No,No,1,2,0,Mailed check,70.15,70.15,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,0,2021-06-25,$70.15,Month-to-Month,One Line,Fiber Optic
2621-UDNLU,Female,0,Yes,No,1,0,0,Mailed check,20.85,72,No,3.45323741,TRUE,FALSE,TRUE,FALSE,FALSE,1,2021-04-11,$20.85,Month-to-Month,One Line,No Internet Service
2623-DRYAM,Female,0,Yes,No,2,2,1,Electronic check,101.75,7069.3,No,69.47714988,TRUE,FALSE,TRUE,TRUE,TRUE,1,2015-10-12,$101.75,1 Year,Two or More Lines,Fiber Optic
2625-TRCZQ,Female,0,Yes,No,0,1,0,Electronic check,49.65,2553.35,No,51.42698892,TRUE,FALSE,FALSE,TRUE,FALSE,1,2017-04-13,$49.65,Month-to-Month,No Phone Service,DSL
2626-URJFX,Male,0,Yes,Yes,2,1,0,Electronic check,50.9,225.6,Yes,4.432220039,FALSE,TRUE,TRUE,TRUE,TRUE,3,2021-03-13,$50.90,Month-to-Month,Two or More Lines,DSL
